iter	MultiClass
559	0.0353945602
560	0.03530710364
561	0.035269734
562	0.03521665442
563	0.03512870941
564	0.03496216011
565	0.03486265178
566	0.03482340635
567	0.03477279701
568	0.03473132046
569	0.03466887363
570	0.03456976156
571	0.03449846237
572	0.03440129769
573	0.03434312178
574	0.03424417196
575	0.03421051659
576	0.03416187108
577	0.03410534964
578	0.03401166169
579	0.0339831813
580	0.03391706798
581	0.03386944919
582	0.03382496713
583	0.03374977409
584	0.0336665496
585	0.03348596774
586	0.0334232516
587	0.03331698918
588	0.03324528358
589	0.0331648003
590	0.03310169014
591	0.03305303707
592	0.03293797813
593	0.03290838811
594	0.03286774879
595	0.03274697886
596	0.03266510704
597	0.03257285879
598	0.03250810523
599	0.03243171485
600	0.0323910362
601	0.03231774505
602	0.03226546144
603	0.0322247716
604	0.03214737617
605	0.03206481834
606	0.03196071237
607	0.03189526401
608	0.03185127076
609	0.03176362722
610	0.03172474662
611	0.03169241074
612	0.03163497075
613	0.03158860071
614	0.03155068594
615	0.03145350421
616	0.0313838224
617	0.03133133601
618	0.03127286912
619	0.03125080217
620	0.03120172129
621	0.03113960587
622	0.03106016461
623	0.03100832777
624	0.03094527379
625	0.03090772249
626	0.03080304002
627	0.03075699135
628	0.03072162261
629	0.03065559115
630	0.0306059943
631	0.03056260116
632	0.03052319883
633	0.03043556698
634	0.03037558841
635	0.03032002396
636	0.03029147161
637	0.0302556761
638	0.03021006675
639	0.03008862902
640	0.02997043108
641	0.02993728856
642	0.02984104102
643	0.02980244795
644	0.02976086436
645	0.02972004431
646	0.02963240701
647	0.02956427797
648	0.02954145272
649	0.02950159737
650	0.02944337382
651	0.02940902529
652	0.02939317767
653	0.0293642355
654	0.02933021866
655	0.02926587193
656	0.02923752927
657	0.02916472556
658	0.02909778658
659	0.02901687964
660	0.02897863571
661	0.02894459023
662	0.02888163727
663	0.02885292487
664	0.02880332576
665	0.02876223884
666	0.02864373025
667	0.0285823786
668	0.02854686063
669	0.02851303853
670	0.02846469444
671	0.02840356832
672	0.02833219449
673	0.02828921468
674	0.02825180206
675	0.02823161332
676	0.02820279279
677	0.02815245886
678	0.02811158052
679	0.02805872497
680	0.02802294645
681	0.02794325506
682	0.0278856057
683	0.02783539561
684	0.02778311579
685	0.027742525
686	0.02770197694
687	0.02762597815
688	0.02759977423
689	0.02756647272
690	0.02754597856
691	0.02750228933
692	0.02745190804
693	0.02737359107
694	0.0273254707
695	0.02724481543
696	0.02720478434
697	0.02717922108
698	0.02713297646
699	0.02704281378
700	0.02702177413
701	0.02697398874
702	0.02692420808
703	0.02686896758
704	0.02681013374
705	0.02677680125
706	0.02675110315
707	0.02668012371
708	0.02664730354
709	0.02654016768
710	0.02649634149
711	0.02641135648
712	0.02639693085
713	0.02635049128
714	0.02629157646
715	0.02626175985
716	0.0262382861
717	0.02620442003
718	0.02617584146
719	0.02609867281
720	0.02606732525
721	0.02599209027
722	0.0259680775
723	0.02592894964
724	0.02582232461
725	0.02578504166
726	0.02571532958
727	0.02568057006
728	0.02564025496
729	0.0256048709
730	0.02556461185
731	0.02552201879
732	0.02546821313
733	0.02542816226
734	0.02541456124
735	0.02535112694
736	0.02527488602
737	0.02524031082
738	0.02522432065
739	0.02515322845
740	0.02511097683
741	0.02505800209
742	0.02502729231
743	0.0250075269
744	0.02498004898
745	0.02496468828
746	0.02494124843
747	0.02491306499
748	0.02488267023
749	0.02480814276
750	0.02477488243
751	0.02475858186
752	0.02469649563
753	0.0246515051
754	0.02462462617
755	0.02458341983
756	0.02453531529
757	0.02445414439
758	0.02439109008
759	0.02435237546
760	0.02427641682
761	0.02425620194
762	0.02420984902
763	0.02415395538
764	0.02409516551
765	0.02402220531
766	0.02396794482
767	0.02393909899
768	0.02389871313
769	0.02383217309
770	0.02380392262
771	0.02379325038
772	0.02372734336
773	0.02366867072
774	0.02362495707
775	0.02360375916
776	0.02356907916
777	0.02354166049
778	0.0234900618
779	0.02345626556
780	0.02341709512
781	0.02338406954
782	0.02328812039
783	0.02322876509
784	0.02320406649
785	0.02317060885
786	0.02314754485
787	0.02312734431
788	0.02310328476
789	0.02304574748
790	0.02298588613
791	0.02293067637
792	0.02289584614
793	0.02279805092
794	0.02274577929
795	0.02270777433
796	0.02269585623
797	0.02264905595
798	0.02262165719
799	0.02259460784
800	0.02257475247
801	0.02254888547
802	0.02247819077
803	0.02241699942
804	0.02235250169
805	0.02230999393
806	0.02227138282
807	0.02223252567
808	0.02221620863
809	0.02217768604
810	0.02215605155
811	0.02213557269
812	0.02206252373
813	0.0220163233
814	0.02200514266
815	0.0219821364
816	0.02194699991
817	0.02192811513
818	0.02189827808
819	0.02186325287
820	0.0218324804
821	0.02174432553
822	0.021680375
823	0.0216519852
824	0.02162700671
825	0.02159648715
826	0.02156712674
827	0.02151224179
828	0.02148674154
829	0.02146547659
830	0.02140671043
831	0.02137849728
832	0.02134774541
833	0.02131782621
834	0.02127579689
835	0.02124001192
836	0.02119335372
837	0.02116473261
838	0.02113314463
839	0.02111555861
840	0.02107840687
841	0.02103266847
842	0.02101650639
843	0.02099642362
844	0.02092017293
845	0.02089268422
846	0.02085072593
847	0.02082009751
848	0.02080128989
849	0.02078688662
850	0.02076575235
851	0.02073801945
852	0.0207101986
853	0.02069006151
854	0.02067309194
855	0.02063971333
856	0.02059708628
857	0.02056180466
858	0.02050510091
859	0.02047419026
860	0.02044051864
861	0.02040922981
862	0.02039437223
863	0.02036954847
864	0.02034798246
865	0.02032833538
866	0.02030047501
867	0.02027233874
868	0.02024700743
869	0.02020690126
870	0.02017304981
871	0.02016421794
872	0.02014216947
873	0.02008678826
874	0.02004920261
875	0.02002843468
876	0.02000711029
877	0.01998891303
878	0.01996772854
879	0.0199360078
880	0.01991101945
881	0.01987014327
882	0.01985038061
883	0.01981291095
884	0.01977163103
885	0.01974332771
886	0.0196983945
887	0.01968476348
888	0.01965102669
889	0.019601098
890	0.01957143416
891	0.01953628915
892	0.0195080578
893	0.01949618426
894	0.01945729212
895	0.01943924547
896	0.0194180588
897	0.01935877943
898	0.01933571081
899	0.01931997897
900	0.01928602218
901	0.01926550683
902	0.01924514208
903	0.01922578257
904	0.01918839806
905	0.01916785965
906	0.01912466996
907	0.01911076513
908	0.01909107305
909	0.01907297149
910	0.01904316027
911	0.01899479929
912	0.01894163259
913	0.01892453302
914	0.01890838205
915	0.01889947549
916	0.01888052101
917	0.01883725231
918	0.01879730737
919	0.01873861326
920	0.01870293701
921	0.01866168318
922	0.01864886147
923	0.01860099232
924	0.01858276383
925	0.01848781153
926	0.01847350104
927	0.01842656355
928	0.01835997121
929	0.01833745402
930	0.01830931498
931	0.01828534955
932	0.01826241461
933	0.01825006687
934	0.01823526202
935	0.01819997626
936	0.01818577045
937	0.01815355529
938	0.0181355026
939	0.01811003624
940	0.01808550556
941	0.01803575487
942	0.01798491517
943	0.01796129319
944	0.01795198743
945	0.01793979967
946	0.01793059626
947	0.01789985017
948	0.01788788459
949	0.01786209741
950	0.01781125758
951	0.01777494384
952	0.01776409806
953	0.01774260338
954	0.01773426506
955	0.01770190593
956	0.01768913055
957	0.01765326718
958	0.01761438342
959	0.01759023328
960	0.01757216823
961	0.01751133599
962	0.01748712925
963	0.01746936393
964	0.01744876728
965	0.01742842796
966	0.01739324457
967	0.01737841997
968	0.01736027544
969	0.01733630601
970	0.0173211601
971	0.0173019868
972	0.01723068641
973	0.01720680033
974	0.01719105484
975	0.01714263635
976	0.01708937776
977	0.01705807564
978	0.01703701135
979	0.0169875167
980	0.01696084389
981	0.01694239359
982	0.0169245294
983	0.01689600073
984	0.01687132248
985	0.01684822398
986	0.0168227036
987	0.01679254954
988	0.01676404456
989	0.01675211709
990	0.01674128533
991	0.01671343353
992	0.01668834567
993	0.01664947981
994	0.01661149872
995	0.01660180736
996	0.01658067949
997	0.01656414291
998	0.01653465141
999	0.01651986872
